question_number,question_head_prompt,question_body_prompt,question_tail_prompt,option_1,option_2,option_3,option_4,option_5,option_6,option_7,option_8,option_9,option_10
Q19[02][F],city servicesfacilities,please rate citys performance following areas,02 services youth,Don't know,Fair,Poor,Good,Excellent,,,,,
Q19[03][F],city servicesfacilities,please rate citys performance following areas,03 services underserved communities including populations face barriers low income lower levels education limited english proficiency mental physical disabilities,Don't know,Poor,Fair,Good,Excellent,,,,,
Q19[04][F],city servicesfacilities,please rate citys performance following areas,04 services unhoused residents,Don't know,Poor,Fair,Good,Excellent,,,,,
Q19[05][F],city servicesfacilities,please rate citys performance following areas,05 housing services programs home repair loan assistance neighborhood grants etc,Don't know,Poor,Fair,Good,Excellent,,,,,
Q19[06][F],city servicesfacilities,please rate citys performance following areas,06 variety arts cultural programs,Good,Don't know,Fair,Excellent,Poor,,,,,
Q19[07][F],city servicesfacilities,please rate citys performance following areas,07 appearancemaintenance arts cultural centersfacilities,Excellent,Don't know,Good,Fair,Poor,,,,,
Q19[08][F],city servicesfacilities,please rate citys performance following areas,08 accessibility arts cultural centersfacilities,Good,Don't know,Excellent,Fair,Poor,,,,,
Q19[09][F],city servicesfacilities,please rate citys performance following areas,09 variety library materials,Don't know,Good,Excellent,Fair,Poor,,,,,
Q19[10][F],city servicesfacilities,please rate citys performance following areas,10 appearancemaintenance librariesfacilities,Excellent,Don't know,Good,Fair,Poor,,,,,
Q19[11][F],city servicesfacilities,please rate citys performance following areas,11 accessibility city facilitiesservices persons,Don't know,Good,Fair,Poor,Excellent,,,,,
Q19[12][F],city servicesfacilities,please rate citys performance following areas,12 variety arts cultural programs,Good,Don't know,Excellent,Fair,Poor,,,,,
Q19[13][F],city servicesfacilities,please rate citys performance following areas,13 services seek address racial ethnic disparities,Don't know,Fair,Poor,Good,Excellent,,,,,
Q20[L],none,customer service,none,Yes,No,,,,,,,,
Q20a[01][F],none,please rate performance city employees helped last time contacted city following areas,1 knowledge,Excellent,Good,Poor,Fair,Don't know,,,,,
Q20a[02][F],none,please rate performance city employees helped last time contacted city following areas,2 responsiveness,Excellent,Poor,Good,Fair,Don't know,,,,,
Q20a[03][F],none,please rate performance city employees helped last time contacted city following areas,3 courtesy,Excellent,Good,Fair,Poor,Don't know,,,,,
Q20a[04][F],none,please rate performance city employees helped last time contacted city following areas,4 overall,Excellent,Fair,Good,Poor,Don't know,,,,,
Q21[01][F],none,please rate level agreement following statements,1 pleased overall direction city [city name] taking,Agree,Neutral,Disagree,Strongly Disagree,Don't Know,Strongly Agree,,,,
Q21[02][F],none,please rate level agreement following statements,2 city [city name] government welcomes resident involvement,Neutral,Don't Know,Agree,Disagree,Strongly Disagree,Strongly Agree,,,,
Q21[03][F],none,please rate level agreement following statements,3 city [city name] government listens diverse range people,Agree,Strongly Agree,Strongly Disagree,Don't Know,Disagree,Neutral,,,,
Q21[04][F],none,please rate level agreement following statements,4 employees city [city name] ethical way conduct city business,Neutral,Don't Know,Disagree,Agree,Strongly Disagree,Strongly Agree,,,,
Q21[05][F],none,please rate level agreement following statements,5 government leaders city [city name] ethical way conduct business,Neutral,Don't Know,Strongly Disagree,Disagree,Agree,Strongly Agree,,,,
Q21[06][F],none,please rate level agreement following statements,6 pleased direction city taking address racial ethnic disparities,Don't Know,Neutral,Disagree,Strongly Disagree,Agree,Strongly Agree,,,,
Q22[N],none,many years lived [city name],none,14.0,3.0,20.0,30.0,27.0,15.0,31.0,24.0,40.0,6.0
Q23[N],none,age,none,32.0,33.0,52.0,37.0,27.0,39.0,31.0,62.0,42.0,65.0
Q24[L],none,gender,none,Male,Female,Self-identified,,,,,,,
Q25[L],none,hispanic latino spanish origin,none,No,Yes,,,,,,,,
Q26[01][M],none,following best describes raceethnicity,asian asian indian,No,Yes,,,,,,,,
Q26[02][M],none,following best describes raceethnicity,black african american,No,Yes,,,,,,,,
Q26[03][M],none,following best describes raceethnicity,american indian alaska native,No,Yes,,,,,,,,
Q26[04][M],none,following best describes raceethnicity,white caucasian,Yes,No,,,,,,,,
Q26[05][M],none,following best describes raceethnicity,native hawaiian pacific islander,No,Yes,,,,,,,,
Q26[06][M],none,following best describes raceethnicity,hispanic spanish latinoax,No,Yes,,,,,,,,
Q26[07][M],none,following best describes raceethnicity,korean,,,,,,,,,,
Q26[08][M],none,following best describes raceethnicity,chinese,,,,,,,,,,
Q26[09][M],none,following best describes raceethnicity,middle eastern north african,,,,,,,,,,
Q26[10][M],none,following best describes raceethnicity,slaviceastern european,,,,,,,,,,
Q26[77][M],none,following best describes raceethnicity,unknowndont know,,,,,,,,,,
Q26[88][M],none,following best describes raceethnicity,prefer say,,,,,,,,,,
Q26[99][M],none,following best describes raceethnicity,,No,Yes,,,,,,,,
Q26x99[S],none,please describe raceethnicity,none,Hispanic,Multi american,"German, Slovak, Rusyn, Irish",Na ,Hispanic ,Iranian American,Biracial,Mixed,NA ,Other 
Q27[01][K],none,including many persons household,age 12,2.0,1.0,0.0,3.0,4.0,5.0,12.0,,,
Q27[02][K],none,including many persons household,ages 1217,0.0,1.0,3.0,2.0,17.0,4.0,9.0,16.0,,
Q27[03][K],none,including many persons household,ages 1834,2.0,1.0,0.0,3.0,23.0,9.0,4.0,34.0,35.0,
Q27[04][K],none,including many persons household,ages 3549,1.0,2.0,0.0,3.0,47.0,44.0,4.0,,,
Q27[05][K],none,including many persons household,ages 5064,1.0,0.0,2.0,40.0,61.0,9.0,3.0,62.0,57.0,33.0
Q27[06][K],none,including many persons household,ages 65,0.0,2.0,1.0,65.0,70.0,3.0,72.0,6.0,20.0,71.0
Q28[L],none,primary language spoken home,none,English,Spanish,Other,French,Chinese,Vietnamese,,,,
Q28x8[S],none,please define,none,Italian ,Portuguese,Urdu,English and Spanish,"Equal use of English, German, & Italian",日本語,Kutchi Indian language ,Italian,,
Q29[L],none,total annual household income,none,"$100,000 or more","$50,000 - $74,999","$25,000 - $49,999","$75,000 - $99,999","Less than $24,999",,,,,
Q30[L],none,rent home,none,Own,Rent (or occupy without paying),,,,,,,,
Q31[L],none,anyone household disabled,none,No,Yes,,,,,,,,
Q32[L],none,anyone household member lgbtq community,none,No,Yes,,,,,,,,
Q33[L],none,would willing participate future surveys sponsored city insertans8245x10302x182318comname,none,Yes,No,,,,,,,,
Q1[01][F],none,please rate overall satisfaction major categories services provided city [city name],01 overall quality police fire emergency medical services,Satisfied,Very Satisfied,Don't Know,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q1[02][F],none,please rate overall satisfaction major categories services provided city [city name],02 overall quality city parks recreation programs facilities,Satisfied,Very Satisfied,Don't Know,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q1[03][F],none,please rate overall satisfaction major categories services provided city [city name],03 overall maintenance city streets buildings facilities,Satisfied,Very Satisfied,Neutral,Dissatisfied,Very Dissatisfied,Don't Know,,,,
Q1[04][F],none,please rate overall satisfaction major categories services provided city [city name],04 overall quality city water sewer utilities,Satisfied,Very Satisfied,Neutral,Dissatisfied,Very Dissatisfied,Don't Know,,,,
Q1[05][F],none,please rate overall satisfaction major categories services provided city [city name],05 overall enforcement city codes ordinances,Satisfied,Very Satisfied,Neutral,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q1[06][F],none,please rate overall satisfaction major categories services provided city [city name],06 overall quality customer service receive city employees,Satisfied,Very Satisfied,Don't Know,Neutral,Dissatisfied,Very Dissatisfied,,,,
Q1[07][F],none,please rate overall satisfaction major categories services provided city [city name],07 overall effectiveness city communication public,Satisfied,Very Satisfied,Don't Know,Dissatisfied,Neutral,Very Dissatisfied,,,,
Q1[08][F],none,please rate overall satisfaction major categories services provided city [city name],08 overall quality citys stormwater runoffstormwater management system,Satisfied,Very Satisfied,Neutral,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q1[09][F],none,please rate overall satisfaction major categories services provided city [city name],09 overall flow traffic congestion management [city name],Satisfied,Very Satisfied,Dissatisfied,Neutral,Very Dissatisfied,Don't Know,,,,
Q1[10][F],none,please rate overall satisfaction major categories services provided city [city name],10 overall quality city olathes solid waste system trash recycling yard waste,Satisfied,Very Satisfied,Neutral,Dissatisfied,Very Dissatisfied,Don't Know,,,,
Q1[11][F],none,please rate overall satisfaction major categories services provided city [city name],11 overall quality city libraries,Satisfied,Very Satisfied,Neutral,Don't Know,Dissatisfied,Very Dissatisfied,,,,
Q2[01][F],none,three major categories city services listed question 1 think receive emphasis city leaders next two years,1st,09. Overall flow of traffic and congestion management in Olathe,"03. Overall maintenance of city streets, buildings and facilities",02. Overall quality of city parks and recreation programs and facilities,"01. Overall quality of police, fire, and emergency medical services",05. Overall enforcement of city codes and ordinances,07. Overall effectiveness of city communication with the public,06. Overall quality of customer service you receive from city employees,"10. Overall quality of City of Olathe's solid waste system (trash, recycling, yard waste)",04. Overall quality of city water and sewer utilities,11. Overall quality of city libraries
